iShares Russell 2000 ETF
Fund Holdings as of,"Jan 21, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"291,350,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ATMU","ATMUS FILTRATION TECHNOLOGIES INC","Industrials","Equity","118,264,790.64","0.15","118,264,790.64","2,061,799.00","57.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRSP","CRISPR THERAPEUTICS AG","Health Care","Equity","118,160,701.75","0.15","118,160,701.75","2,158,975.00","54.73","United States","NASDAQ","USD","1.00","USD","-"
"BTU","PEABODY ENERGY CORP","Energy","Equity","117,878,716.12","0.15","117,878,716.12","3,035,764.00","38.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGS","ONE GAS INC","Utilities","Equity","117,386,699.72","0.15","117,386,699.72","1,489,868.00","78.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REZI","RESIDEO TECHNOLOGIES INC","Industrials","Equity","116,906,653.00","0.15","116,906,653.00","3,202,922.00","36.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSRM","SSR MINING INC","Materials","Equity","116,892,612.99","0.15","116,892,612.99","5,053,723.00","23.13","Canada","NASDAQ","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES INC","Financials","Equity","116,684,399.24","0.15","116,684,399.24","1,140,833.00","102.28","United States","NASDAQ","USD","1.00","USD","-"
"OSIS","OSI SYSTEMS INC","Information Technology","Equity","116,094,474.24","0.15","116,094,474.24","400,768.00","289.68","United States","NASDAQ","USD","1.00","USD","-"
"BDC","BELDEN INC","Information Technology","Equity","115,781,711.64","0.15","115,781,711.64","975,086.00","118.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASB","ASSOCIATED BANCORP","Financials","Equity","114,782,740.80","0.15","114,782,740.80","4,204,496.00","27.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION INC","Consumer Discretionary","Equity","114,539,846.52","0.15","114,539,846.52","3,184,316.00","35.97","United States","NASDAQ","USD","1.00","USD","-"
"SBRA","SABRA HEALTH CARE REIT INC","Real Estate","Equity","114,531,742.34","0.15","114,531,742.34","5,931,214.00","19.31","United States","NASDAQ","USD","1.00","USD","-"
"ANF","ABERCROMBIE AND FITCH CLASS A","Consumer Discretionary","Equity","114,427,342.15","0.15","114,427,342.15","1,155,715.00","99.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNF","KNIFE RIVER CORP","Materials","Equity","113,762,517.12","0.15","113,762,517.12","1,416,366.00","80.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGTX","TG THERAPEUTICS INC","Health Care","Equity","113,518,301.05","0.14","113,518,301.05","3,595,765.00","31.57","United States","NASDAQ","USD","1.00","USD","-"
"RDN","RADIAN GROUP INC","Financials","Equity","113,011,837.55","0.14","113,011,837.55","3,374,495.00","33.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PECO","PHILLIPS EDISON AND COMPANY INC","Real Estate","Equity","112,950,854.96","0.14","112,950,854.96","3,162,118.00","35.72","United States","NASDAQ","USD","1.00","USD","-"
"MC","MOELIS CLASS A","Financials","Equity","112,837,111.47","0.14","112,837,111.47","1,470,957.00","76.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Financials","Equity","112,590,478.14","0.14","112,590,478.14","3,330,094.00","33.81","United States","NASDAQ","USD","1.00","USD","-"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","Equity","112,283,596.88","0.14","112,283,596.88","1,283,828.00","87.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PI","IMPINJ INC","Information Technology","Equity","112,265,916.29","0.14","112,265,916.29","668,767.00","167.87","United States","NASDAQ","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","Consumer Discretionary","Equity","111,903,921.60","0.14","111,903,921.60","1,720,540.00","65.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBC","EASTERN BANKSHARES INC","Financials","Equity","111,600,944.40","0.14","111,600,944.40","5,505,720.00","20.27","United States","NASDAQ","USD","1.00","USD","-"
"ITRI","ITRON INC","Information Technology","Equity","111,549,752.21","0.14","111,549,752.21","1,126,879.00","98.99","United States","NASDAQ","USD","1.00","USD","-"
"TMDX","TRANSMEDICS GROUP INC","Health Care","Equity","111,345,040.53","0.14","111,345,040.53","832,113.00","133.81","United States","NASDAQ","USD","1.00","USD","-"
"PJT","PJT PARTNERS INC CLASS A","Financials","Equity","110,834,422.01","0.14","110,834,422.01","579,587.00","191.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACIW","ACI WORLDWIDE INC","Information Technology","Equity","110,824,599.60","0.14","110,824,599.60","2,583,324.00","42.90","United States","NASDAQ","USD","1.00","USD","-"
"PFSI","PENNYMAC FINANCIAL SERVICES INC","Financials","Equity","110,600,716.90","0.14","110,600,716.90","726,203.00","152.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNTH","LANTHEUS HOLDINGS INC","Health Care","Equity","110,380,824.84","0.14","110,380,824.84","1,661,361.00","66.44","United States","NASDAQ","USD","1.00","USD","-"
"FTDR","FRONTDOOR INC","Consumer Discretionary","Equity","110,251,121.72","0.14","110,251,121.72","1,814,236.00","60.77","United States","NASDAQ","USD","1.00","USD","-"
"URBN","URBAN OUTFITTERS INC","Consumer Discretionary","Equity","109,412,023.92","0.14","109,412,023.92","1,522,572.00","71.86","United States","NASDAQ","USD","1.00","USD","-"
"BTSG","BRIGHTSPRING HEALTH SERVICES INC","Health Care","Equity","108,563,336.65","0.14","108,563,336.65","2,767,355.00","39.23","United States","NASDAQ","USD","1.00","USD","-"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Communication","Equity","108,339,177.98","0.14","108,339,177.98","2,463,934.00","43.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATGE","ADTALEM GLOBAL EDUCATION INC","Consumer Discretionary","Equity","107,883,767.25","0.14","107,883,767.25","887,275.00","121.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PATK","PATRICK INDUSTRIES INC","Consumer Discretionary","Equity","107,410,590.54","0.14","107,410,590.54","807,477.00","133.02","United States","NASDAQ","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","107,120,126.41","0.14","107,120,126.41","225,787.00","474.43","United States","NASDAQ","USD","1.00","USD","-"
"RIG","TRANSOCEAN LTD","Energy","Equity","106,863,057.62","0.14","106,863,057.62","23,080,574.00","4.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGY","MAGNOLIA OIL GAS CORP CLASS A","Energy","Equity","106,502,138.40","0.14","106,502,138.40","4,488,080.00","23.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MUR","MURPHY OIL CORP","Energy","Equity","106,404,597.00","0.14","106,404,597.00","3,368,300.00","31.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NE","NOBLE CORPORATION PLC","Energy","Equity","106,315,077.66","0.14","106,315,077.66","3,127,834.00","33.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOLD","AMICUS THERAPEUTICS INC","Health Care","Equity","105,614,679.80","0.13","105,614,679.80","7,359,908.00","14.35","United States","NASDAQ","USD","1.00","USD","-"
"VIAV","VIAVI SOLUTIONS INC","Information Technology","Equity","104,959,660.64","0.13","104,959,660.64","5,489,522.00","19.12","United States","NASDAQ","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP INC","Utilities","Equity","104,884,081.20","0.13","104,884,081.20","1,533,393.00","68.40","United States","NASDAQ","USD","1.00","USD","-"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","104,541,407.65","0.13","104,541,407.65","2,974,151.00","35.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS INC","Consumer Discretionary","Equity","104,264,866.23","0.13","104,264,866.23","3,735,753.00","27.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HASI","HA SUSTAINABLE INFRASTRUCTURE CAPI","Financials","Equity","103,844,778.12","0.13","103,844,778.12","3,024,018.00","34.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIR","AAR CORP","Industrials","Equity","103,420,923.54","0.13","103,420,923.54","966,009.00","107.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEO","AMERICAN EAGLE OUTFITTERS INC","Consumer Discretionary","Equity","102,844,898.00","0.13","102,844,898.00","3,955,573.00","26.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKYW","SKYWEST INC","Industrials","Equity","102,471,692.40","0.13","102,471,692.40","1,004,920.00","101.97","United States","NASDAQ","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS INC SERIES","Industrials","Equity","102,431,735.70","0.13","102,431,735.70","3,840,710.00","26.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SXT","SENSIENT TECHNOLOGIES CORP","Materials","Equity","102,096,015.12","0.13","102,096,015.12","1,045,209.00","97.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY INC TRUST","Real Estate","Equity","101,910,161.92","0.13","101,910,161.92","5,973,632.00","17.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QTWO","Q2 HOLDINGS INC","Information Technology","Equity","101,104,691.14","0.13","101,104,691.14","1,542,641.00","65.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP INC","Financials","Equity","100,267,148.04","0.13","100,267,148.04","2,441,372.00","41.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLG","FLAGSTAR BANK NATIONAL ASSOCIATION","Financials","Equity","99,916,315.50","0.13","99,916,315.50","7,540,854.00","13.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POWL","POWELL INDUSTRIES INC","Industrials","Equity","99,884,799.30","0.13","99,884,799.30","236,778.00","421.85","United States","NASDAQ","USD","1.00","USD","-"
"ADMA","ADMA BIOLOGICS INC","Health Care","Equity","99,656,086.88","0.13","99,656,086.88","5,740,558.00","17.36","United States","NASDAQ","USD","1.00","USD","-"
"WK","WORKIVA INC CLASS A","Information Technology","Equity","99,581,156.85","0.13","99,581,156.85","1,242,745.00","80.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INDV","INDIVIOR PLC","Health Care","Equity","99,149,390.02","0.13","99,149,390.02","3,006,349.00","32.98","United States","NASDAQ","USD","1.00","USD","-"
"KYMR","KYMERA THERAPEUTICS INC","Health Care","Equity","98,961,510.78","0.13","98,961,510.78","1,398,947.00","70.74","United States","NASDAQ","USD","1.00","USD","-"
"RUN","SUNRUN INC","Industrials","Equity","98,934,145.20","0.13","98,934,145.20","5,551,860.00","17.82","United States","NASDAQ","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","98,822,162.24","0.13","98,822,162.24","7,532,177.00","13.12","United States","NASDAQ","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","98,806,032.36","0.13","98,806,032.36","1,244,722.00","79.38","United States","NASDAQ","USD","1.00","USD","-"
"SOUN","SOUNDHOUND AI INC CLASS A","Information Technology","Equity","98,501,338.98","0.13","98,501,338.98","9,275,079.00","10.62","United States","NASDAQ","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","98,504,212.26","0.13","98,504,212.26","1,377,874.00","71.49","United States","NASDAQ","USD","1.00","USD","-"
"MYRG","MYR GROUP INC","Industrials","Equity","98,270,270.55","0.13","98,270,270.55","382,449.00","256.95","United States","NASDAQ","USD","1.00","USD","-"
"RUSHA","RUSH ENTERPRISES INC CLASS A","Industrials","Equity","97,772,504.00","0.12","97,772,504.00","1,510,700.00","64.72","United States","NASDAQ","USD","1.00","USD","-"
"VISN","VISTANCE NETWORKS INC","Information Technology","Equity","97,541,807.16","0.12","97,541,807.16","5,400,986.00","18.06","United States","NASDAQ","USD","1.00","USD","-"
"ALHC","ALIGNMENT HEALTHCARE INC","Health Care","Equity","97,513,831.90","0.12","97,513,831.90","4,185,143.00","23.30","United States","NASDAQ","USD","1.00","USD","-"
"MARA","MARA HOLDINGS INC","Information Technology","Equity","97,489,824.96","0.12","97,489,824.96","9,231,991.00","10.56","United States","NASDAQ","USD","1.00","USD","-"
"PRM","PERIMETER SOLUTIONS INC","Materials","Equity","97,257,927.85","0.12","97,257,927.85","3,457,445.00","28.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPST","UPSTART HOLDINGS INC","Financials","Equity","97,190,259.54","0.12","97,190,259.54","2,108,706.00","46.09","United States","NASDAQ","USD","1.00","USD","-"
"GLNG","GOLAR LNG LTD","Energy","Equity","97,122,509.94","0.12","97,122,509.94","2,410,586.00","40.29","Norway","NASDAQ","USD","1.00","USD","-"
"TEX","TEREX CORP","Industrials","Equity","96,939,580.28","0.12","96,939,580.28","1,602,572.00","60.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KBH","KB HOME","Consumer Discretionary","Equity","96,496,059.60","0.12","96,496,059.60","1,565,224.00","61.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBT","CABOT CORP","Materials","Equity","96,027,047.50","0.12","96,027,047.50","1,324,511.00","72.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASO","ACADEMY SPORTS AND OUTDOORS INC","Consumer Discretionary","Equity","96,018,358.15","0.12","96,018,358.15","1,644,995.00","58.37","United States","NASDAQ","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","95,638,709.68","0.12","95,638,709.68","479,368.00","199.51","United States","NASDAQ","USD","1.00","USD","-"
"WHD","CACTUS INC CLASS A","Energy","Equity","95,608,888.32","0.12","95,608,888.32","1,697,601.00","56.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZETA","ZETA GLOBAL HOLDINGS CORP CLASS A","Information Technology","Equity","95,553,156.70","0.12","95,553,156.70","4,672,526.00","20.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC INC","Industrials","Equity","95,505,559.80","0.12","95,505,559.80","950,115.00","100.52","United States","NASDAQ","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","95,184,453.60","0.12","95,184,453.60","79,735.00","1,193.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KAI","KADANT INC","Industrials","Equity","95,058,568.71","0.12","95,058,568.71","290,619.00","327.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENVA","ENOVA INTERNATIONAL INC","Financials","Equity","94,855,972.53","0.12","94,855,972.53","599,709.00","158.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRNS","VARONIS SYSTEMS INC","Information Technology","Equity","94,429,876.10","0.12","94,429,876.10","2,870,209.00","32.90","United States","NASDAQ","USD","1.00","USD","-"
"MIRM","MIRUM PHARMACEUTICALS INC","Health Care","Equity","94,358,274.36","0.12","94,358,274.36","1,011,668.00","93.27","United States","NASDAQ","USD","1.00","USD","-"
"NHI","NATIONAL HEALTH INVESTORS REIT INC","Real Estate","Equity","94,336,599.06","0.12","94,336,599.06","1,162,067.00","81.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRRK","SCHOLAR ROCK HOLDING CORP","Health Care","Equity","93,552,969.60","0.12","93,552,969.60","2,031,552.00","46.05","United States","NASDAQ","USD","1.00","USD","-"
"OUT","OUTFRONT MEDIA INC","Real Estate","Equity","93,490,096.48","0.12","93,490,096.48","3,686,518.00","25.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIG","SIGNET JEWELERS LTD","Consumer Discretionary","Equity","93,335,232.00","0.12","93,335,232.00","992,928.00","94.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPO","EXPONENT INC","Industrials","Equity","93,294,069.19","0.12","93,294,069.19","1,245,083.00","74.93","United States","NASDAQ","USD","1.00","USD","-"
"STNE","STONECO LTD CLASS A","Financials","Equity","93,215,072.28","0.12","93,215,072.28","6,247,659.00","14.92","Brazil","NASDAQ","USD","1.00","USD","-"
"ICUI","ICU MEDICAL INC","Health Care","Equity","92,928,454.68","0.12","92,928,454.68","599,036.00","155.13","United States","NASDAQ","USD","1.00","USD","-"
"BKU","BANKUNITED INC","Financials","Equity","92,780,096.05","0.12","92,780,096.05","1,842,703.00","50.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSMT","PRICESMART INC","Consumer Staples","Equity","92,438,436.65","0.12","92,438,436.65","633,965.00","145.81","United States","NASDAQ","USD","1.00","USD","-"
"AZZ","AZZ INC","Industrials","Equity","92,410,739.85","0.12","92,410,739.85","729,885.00","126.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKT","TANGER INC","Real Estate","Equity","92,382,265.50","0.12","92,382,265.50","2,791,005.00","33.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","92,340,173.38","0.12","92,340,173.38","1,320,277.00","69.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VICR","VICOR CORP","Industrials","Equity","92,138,428.00","0.12","92,138,428.00","568,475.00","162.08","United States","NASDAQ","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","92,140,204.26","0.12","92,140,204.26","2,426,658.00","37.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FULT","FULTON FINANCIAL CORP","Financials","Equity","91,393,564.99","0.12","91,393,564.99","4,456,049.00","20.51","United States","NASDAQ","USD","1.00","USD","-"
"SHAK","SHAKE SHACK INC CLASS A","Consumer Discretionary","Equity","91,296,056.97","0.12","91,296,056.97","962,937.00","94.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BOX","BOX INC CLASS A","Information Technology","Equity","90,522,565.22","0.12","90,522,565.22","3,478,961.00","26.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHO","M I HOMES INC","Consumer Discretionary","Equity","89,305,755.10","0.11","89,305,755.10","645,506.00","138.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRC","CALIFORNIA RESOURCES CORP","Energy","Equity","88,781,826.48","0.11","88,781,826.48","1,812,984.00","48.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
